Discipline,HPSA ID,HPSA Name,Designation Type,Primary State Name,County Name,HPSA FTE Short,HPSA Score,PC MCTA Score,Status,Rural Status,Designation Date,Update Date
,FCCH/LOS LUNAS CENTER,145 Don Pasqual Rd NW,Los Lunas,NM,87031-8841,Valencia,Non-Rural,,,,,
,FCCH/RIO GRANDE HIGH SCHOOL SBHC,2300 Arenal Rd SW,Albuquerque,NM,87105-4160,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH BROADWAY CENTER,1401 William St SE,Albuquerque,NM,87102-4661,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building C,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building D,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
Dental Health,6359993537,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,21,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,FCCH/ALAMEDA CENTER,7704 2nd St NW,Albuquerque,NM,87107-6755,Bernalillo,Non-Rural,,,,,
,FCCH/ALAMOSA CENTER,6900 Gonzales Rd SW,Albuquerque,NM,87121-2401,Bernalillo,Non-Rural,,,,,
,FCCH/BELEN CENTER,120 S 9th St,Belen,NM,87002-3102,Valencia,Non-Rural,,,,,
,FCCH/EDGEWOOD CENTER,7 Municipal Ln,Edgewood,NM,87015-7210,Santa Fe,Non-Rural,,,,,
,FCCH/LOS LUNAS CENTER,145 Don Pasqual Rd NW,Los Lunas,NM,87031-8841,Valencia,Non-Rural,,,,,
,FCCH/RIO GRANDE HIGH SCHOOL SBHC,2300 Arenal Rd SW,Albuquerque,NM,87105-4160,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH BROADWAY CENTER,1401 William St SE,Albuquerque,NM,87102-4661,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building C,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
,FCCH/SOUTH VALLEY CENTER Building D,2001 Centro Familiar Blvd SW,Albuquerque,NM,87105-4592,Bernalillo,Non-Rural,,,,,
Primary Care,13599935B9,HIDALGO MEDICAL CENTER,Federally Qualified Health Center,New Mexico,"Hidalgo County, NM",,21,20,Designated,Rural,01/10/1997,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HIDALGO MEDICAL SERVICES,530 De Moss St,Lordsburg,NM,88045-2617,Hidalgo,Rural,,,,,
,HMS  MED SQUARE CLINIC,114 W 11th St,Silver City,NM,88061-5136,Grant,Rural,,,,,
,HMS Administrative Building,110 W 11th St,Silver City,NM,88061-5123,Grant,Rural,,,,,
,HMS Animas Valley Clinic,1356 NM-9,Animas,NM,88020,Hidalgo,Rural,,,,,
,HMS Bridges to Care,1000 N Hudson St,Silver City,NM,88061-5516,Grant,Rural,,,,,
,HMS CLIFF/GILA COMMUNITY HEALTH CENTER,415 Highway 211,Gila,NM,88038-9526,Grant,Rural,,,,,
,HMS COBRE HEALTH CLINIC,1107 Tom Foy Blvd,Bayard,NM,88023-9648,Grant,Rural,,,,,
,HMS Community Health Center,1007 N Pope St,Silver City,NM,88061-5161,Grant,Rural,,,,,
,HMS LORDSBURG HSHC,528 E 2nd St,Lordsburg,NM,88045-2223,Hidalgo,Rural,,,,,
,HMS Mimbres Community Clinic,2672 State Highway 35,Hanover,NM,88041-9802,Grant,Rural,,,,,
,HMS Mining District Clinic,517 East St,Santa Clara,NM,88026-5068,Grant,Rural,,,,,
,HMS SILVER HIGH SCH WELLNESS CTR,3200 N Silver St,Silver City,NM,88061-7259,Grant,Rural,,,,,
,HMS Tranquil Skies,1318 E 32nd St,Silver City,NM,88061-7252,Grant,Rural,,,,,
,HMS Tu Casa,3200 32nd Street Byp,Silver City,NM,88061-7860,Grant,Rural,,,,,
Mental Health,7359993521,HIDALGO MEDICAL CENTER,Federally Qualified Health Center,New Mexico,"Hidalgo County, NM",,19,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HIDALGO MEDICAL SERVICES,530 De Moss St,Lordsburg,NM,88045-2617,Hidalgo,Rural,,,,,
,HMS  MED SQUARE CLINIC,114 W 11th St,Silver City,NM,88061-5136,Grant,Rural,,,,,
,HMS Administrative Building,110 W 11th St,Silver City,NM,88061-5123,Grant,Rural,,,,,
,HMS Animas Valley Clinic,1356 NM-9,Animas,NM,88020,Hidalgo,Rural,,,,,
,HMS Bridges to Care,1000 N Hudson St,Silver City,NM,88061-5516,Grant,Rural,,,,,
,HMS CLIFF/GILA COMMUNITY HEALTH CENTER,415 Highway 211,Gila,NM,88038-9526,Grant,Rural,,,,,
,HMS COBRE HEALTH CLINIC,1107 Tom Foy Blvd,Bayard,NM,88023-9648,Grant,Rural,,,,,
,HMS Community Health Center,1007 N Pope St,Silver City,NM,88061-5161,Grant,Rural,,,,,
,HMS LORDSBURG HSHC,528 E 2nd St,Lordsburg,NM,88045-2223,Hidalgo,Rural,,,,,
,HMS Mimbres Community Clinic,2672 State Highway 35,Hanover,NM,88041-9802,Grant,Rural,,,,,
,HMS Mining District Clinic,517 East St,Santa Clara,NM,88026-5068,Grant,Rural,,,,,
,HMS SILVER HIGH SCH WELLNESS CTR,3200 N Silver St,Silver City,NM,88061-7259,Grant,Rural,,,,,
,HMS Tranquil Skies,1318 E 32nd St,Silver City,NM,88061-7252,Grant,Rural,,,,,
,HMS Tu Casa,3200 32nd Street Byp,Silver City,NM,88061-7860,Grant,Rural,,,,,
Dental Health,6359993527,HIDALGO MEDICAL CENTER,Federally Qualified Health Center,New Mexico,"Hidalgo County, NM",,23,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,HIDALGO MEDICAL SERVICES,530 De Moss St,Lordsburg,NM,88045-2617,Hidalgo,Rural,,,,,
,HMS  MED SQUARE CLINIC,114 W 11th St,Silver City,NM,88061-5136,Grant,Rural,,,,,
,HMS Administrative Building,110 W 11th St,Silver City,NM,88061-5123,Grant,Rural,,,,,
,HMS Animas Valley Clinic,1356 NM-9,Animas,NM,88020,Hidalgo,Rural,,,,,
,HMS Bridges to Care,1000 N Hudson St,Silver City,NM,88061-5516,Grant,Rural,,,,,
,HMS CLIFF/GILA COMMUNITY HEALTH CENTER,415 Highway 211,Gila,NM,88038-9526,Grant,Rural,,,,,
,HMS COBRE HEALTH CLINIC,1107 Tom Foy Blvd,Bayard,NM,88023-9648,Grant,Rural,,,,,
,HMS Community Health Center,1007 N Pope St,Silver City,NM,88061-5161,Grant,Rural,,,,,
,HMS LORDSBURG HSHC,528 E 2nd St,Lordsburg,NM,88045-2223,Hidalgo,Rural,,,,,
,HMS Mimbres Community Clinic,2672 State Highway 35,Hanover,NM,88041-9802,Grant,Rural,,,,,
,HMS Mining District Clinic,517 East St,Santa Clara,NM,88026-5068,Grant,Rural,,,,,
,HMS SILVER HIGH SCH WELLNESS CTR,3200 N Silver St,Silver City,NM,88061-7259,Grant,Rural,,,,,
,HMS Tranquil Skies,1318 E 32nd St,Silver City,NM,88061-7252,Grant,Rural,,,,,
,HMS Tu Casa,3200 32nd Street Byp,Silver City,NM,88061-7860,Grant,Rural,,,,,
Primary Care,135999350F,PUEBLO OF JEMEZ,Federally Qualified Health Center,New Mexico,"Sandoval County, NM",,16,17,Designated,Rural,11/01/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jemez Comprehensive Health Center,110 Sheep Springs Way,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Mental Health,735999350E,PUEBLO OF JEMEZ,Federally Qualified Health Center,New Mexico,"Sandoval County, NM",,14,NA,Designated,Rural,11/01/2013,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jemez Comprehensive Health Center,110 Sheep Springs Way,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Dental Health,635999350F,PUEBLO OF JEMEZ,Federally Qualified Health Center,New Mexico,"Sandoval County, NM",,17,NA,Designated,Rural,11/01/2013,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Jemez Comprehensive Health Center,110 Sheep Springs Way,Jemez Pueblo,NM,87024-0731,Sandoval,Rural,,,,,
Primary Care,13599935B3,MESCALERO INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Otero County, NM",,20,16,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,MESCALERO INDIAN HOSPITAL,318 Abalone Loop,Mescalero,NM,88340-9213,Otero,Rural,,,,,
Mental Health,7359993558,MESCALERO INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Otero County, NM",,15,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,MESCALERO INDIAN HOSPITAL,318 Abalone Loop,Mescalero,NM,88340-9213,Otero,Rural,,,,,
Dental Health,635999355H,MESCALERO INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Otero County, NM",,22,NA,Designated,Rural,10/20/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,MESCALERO INDIAN HOSPITAL,318 Abalone Loop,Mescalero,NM,88340-9213,Otero,Rural,,,,,
Primary Care,1359993593,Pine Hill Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,20,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Pine Hill Health Center,"Route 1-40, BIA Rt. 125",Pinehill,NM,87357,Cibola,Rural,,,,,
Mental Health,735999355B,Pine Hill Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,NA,Designated,Rural,07/21/2011,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Pine Hill Health Center,"Route 1-40, BIA Rt. 125",Pinehill,NM,87357,Cibola,Rural,,,,,
Dental Health,635999355J,Pine Hill Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,24,NA,Designated,Rural,07/21/2011,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Pine Hill Health Center,"Route 1-40, BIA Rt. 125",Pinehill,NM,87357,Cibola,Rural,,,,,
Primary Care,1357786378,SANOSTEE HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,21,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANOSTEE HEALTH STATION,"Navajo Route 34, 30 miles south of Shiprock, NM",Sanostee,NM,87461,San Juan,Rural,,,,,
Mental Health,7358111567,SANOSTEE HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,20,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANOSTEE HEALTH STATION,"Navajo Route 34, 30 miles south of Shiprock, NM",Sanostee,NM,87461,San Juan,Rural,,,,,
Dental Health,6356316179,SANOSTEE HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,22,NA,Designated,Rural,08/18/2019,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,SANOSTEE HEALTH STATION,"Navajo Route 34, 30 miles south of Shiprock, NM",Sanostee,NM,87461,San Juan,Rural,,,,,
Primary Care,13599935B4,TAOS-PICURIS INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,21,14,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TAOS-PICURIS INDIAN HEALTH CENTER,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Mental Health,735999355G,TAOS-PICURIS INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,15,NA,Designated,Rural,01/22/2016,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TAOS-PICURIS INDIAN HEALTH CENTER,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Dental Health,635999355O,TAOS-PICURIS INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Taos County, NM",,20,NA,Designated,Rural,01/22/2016,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,TAOS-PICURIS INDIAN HEALTH CENTER,1090 Goat Springs Rd,Taos,NM,87571,Taos,Rural,,,,,
Primary Care,13599935A6,ZIA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,14,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZIA HEALTH STATION,155 Capitol Square Dr,San Ysidro,NM,87053-6013,Sandoval,Rural,,,,,
Mental Health,7359993553,ZIA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,18,NA,Designated,Rural,03/19/2010,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZIA HEALTH STATION,155 Capitol Square Dr,San Ysidro,NM,87053-6013,Sandoval,Rural,,,,,
Dental Health,635999355B,ZIA HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Rural,03/12/2010,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,ZIA HEALTH STATION,155 Capitol Square Dr,San Ysidro,NM,87053-6013,Sandoval,Rural,,,,,
Primary Care,1352954740,GALLUP COMMUNITY HEALTH,Federally Qualified Health Center Look-alike,New Mexico,"McKinley County, NM",,19,22,Designated,Rural,05/17/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Gallup Community Health - 2022,2022 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health - 2028,2028 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health Center,2111 College Dr,Gallup,NM,87301-5600,McKinley,Rural,,,,,
Mental Health,7359408899,GALLUP COMMUNITY HEALTH,Federally Qualified Health Center Look-alike,New Mexico,"McKinley County, NM",,19,NA,Designated,Rural,05/17/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Gallup Community Health - 2022,2022 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health - 2028,2028 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health Center,2111 College Dr,Gallup,NM,87301-5600,McKinley,Rural,,,,,
Dental Health,6354117879,GALLUP COMMUNITY HEALTH,Federally Qualified Health Center Look-alike,New Mexico,"McKinley County, NM",,21,NA,Designated,Rural,05/17/2024,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Gallup Community Health - 2022,2022 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health - 2028,2028 E Aztec Ave,Gallup,NM,87301-4804,McKinley,Rural,,,,,
,Gallup Community Health Center,2111 College Dr,Gallup,NM,87301-5600,McKinley,Rural,,,,,
Primary Care,1359993578,EL PUEBLO HEALTH SERVICES INC,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,19,19,Designated,Non-Rural,09/30/2005,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,El Pueblo Health Services,121 Calle del Presidente,Bernalillo,NM,87004-6091,Sandoval,Non-Rural,,,,,
,El Pueblo Health Services Behavioral Health,681 S Camino del Pueblo,Bernalillo,NM,87004-5710,Sandoval,Non-Rural,,,,,
,School Based Health Center at Bernalillo High School,148 Spartan Aly BLDG,Bernalillo,NM,87004-6298,Sandoval,Non-Rural,,,,,
Mental Health,7359993547,EL PUEBLO HEALTH SERVICES INC,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,18,NA,Designated,Non-Rural,04/22/1991,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,El Pueblo Health Services,121 Calle del Presidente,Bernalillo,NM,87004-6091,Sandoval,Non-Rural,,,,,
,El Pueblo Health Services Behavioral Health,681 S Camino del Pueblo,Bernalillo,NM,87004-5710,Sandoval,Non-Rural,,,,,
,School Based Health Center at Bernalillo High School,148 Spartan Aly BLDG,Bernalillo,NM,87004-6298,Sandoval,Non-Rural,,,,,
Dental Health,6359993550,EL PUEBLO HEALTH SERVICES INC,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,19,NA,Designated,Non-Rural,04/30/2007,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,El Pueblo Health Services,121 Calle del Presidente,Bernalillo,NM,87004-6091,Sandoval,Non-Rural,,,,,
,El Pueblo Health Services Behavioral Health,681 S Camino del Pueblo,Bernalillo,NM,87004-5710,Sandoval,Non-Rural,,,,,
,School Based Health Center at Bernalillo High School,148 Spartan Aly BLDG,Bernalillo,NM,87004-6298,Sandoval,Non-Rural,,,,,
Primary Care,1359993570,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,22,20,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Client Services Center,1220 1st St NW,Albuquerque,NM,87102-1530,Bernalillo,Non-Rural,,,,,
,Harm Reduction Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Integrated Medical/Dental Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Medical Respite Collaborative @ Gateway Center,5400 Gibson Blvd SE,Albuquerque,NM,87108-5566,Bernalillo,Non-Rural,,,,,
,"MEDICAL, DENTAL, BEHAVIORAL HEALTH SERVICES & ADMINISTRATION",1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
Mental Health,7359993534,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Client Services Center,1220 1st St NW,Albuquerque,NM,87102-1530,Bernalillo,Non-Rural,,,,,
,Harm Reduction Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Integrated Medical/Dental Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Medical Respite Collaborative @ Gateway Center,5400 Gibson Blvd SE,Albuquerque,NM,87108-5566,Bernalillo,Non-Rural,,,,,
,"MEDICAL, DENTAL, BEHAVIORAL HEALTH SERVICES & ADMINISTRATION",1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
Dental Health,6359993541,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,26,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Client Services Center,1220 1st St NW,Albuquerque,NM,87102-1530,Bernalillo,Non-Rural,,,,,
,Harm Reduction Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Integrated Medical/Dental Outreach Van,1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
,Medical Respite Collaborative @ Gateway Center,5400 Gibson Blvd SE,Albuquerque,NM,87108-5566,Bernalillo,Non-Rural,,,,,
,"MEDICAL, DENTAL, BEHAVIORAL HEALTH SERVICES & ADMINISTRATION",1217 1st St NW,Albuquerque,NM,87102-1529,Bernalillo,Non-Rural,,,,,
Primary Care,13599935C5,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,17,Designated,Non-Rural,10/26/2011,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CANONCITO HEALTH CENTER,129 Medicine Horse Dr,Laguna,NM,87026,Bernalillo,Non-Rural,,,,,
Mental Health,735999355K,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,04/17/2018,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CANONCITO HEALTH CENTER,129 Medicine Horse Dr,Laguna,NM,87026,Bernalillo,Non-Rural,,,,,
Dental Health,635999355F,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,21,NA,Designated,Non-Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,CANONCITO HEALTH CENTER,129 Medicine Horse Dr,Laguna,NM,87026,Bernalillo,Non-Rural,,,,,
Primary Care,13599935C6,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,14,Designated,Rural,10/26/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI HEALTH STATION,255 E Cochiti St,Cochiti Pueblo,NM,87072-7012,Sandoval,Rural,,,,,
Mental Health,7359993555,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Rural,07/20/2011,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI HEALTH STATION,255 E Cochiti St,Cochiti Pueblo,NM,87072-7012,Sandoval,Rural,,,,,
Dental Health,635999355E,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,20,NA,Designated,Rural,07/20/2011,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,COCHITI HEALTH STATION,255 E Cochiti St,Cochiti Pueblo,NM,87072-7012,Sandoval,Rural,,,,,
Primary Care,1359993553,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,24,19,Designated,Rural,05/08/2003,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bond Street Medical Clinic,711 E Bond St,Espanola,NM,87532-2729,Rio Arriba,Rural,,,,,
,Carlos Vigil Middle School,Industrial Park Rd,Espanola,NM,87532,Rio Arriba,Rural,,,,,
,COYOTE CLINIC,3396 State Road 96,Coyote,NM,87012-9712,Rio Arriba,Rural,,,,,
,El Centro Family Health Administration,538 N Paseo de Onate,Espanola,NM,87532-2618,Rio Arriba,Rural,,,,,
,Embudo Medical Clinic,2243 State Highway 68,Embudo,NM,87531-5006,Rio Arriba,Rural,,,,,
,Espanola Dental Clinic,608 La Joya St STE B,Espanola,NM,87532-3467,Santa Fe,Non-Rural,,,,,
,Espanola Valley High School Clinic,1111 El Llano Rd,Espanola,NM,87532-6727,Rio Arriba,Rural,,,,,
,La Loma Clinic,1044 La Loma Rd,Anton Chico,NM,87711-2003,Guadalupe,Rural,,,,,
,Las Vegas Medical & Dental Clinic,1235 8th St,Las Vegas,NM,87701-4254,San Miguel,Rural,,,,,
,Penasco Medical and Dental Clinics,15136 State Road 75,Penasco,NM,87553,Taos,Rural,,,,,
,Penasco School Clinic,13 School Rd,Penasco,NM,87553,Taos,Rural,,,,,
,Rio Arriba Health Commons,2010 Industrial Park Rd,Espanola,NM,87532-3600,Rio Arriba,Rural,,,,,
,Robertson High School Based Clinic,1236 5th St,Las Vegas,NM,87701-4337,San Miguel,Rural,,,,,
,ROY CLINIC,555 Wagon Mound Hwy,Roy,NM,87743,Harding,Rural,,,,,
,SAN MIGUEL CLINIC,275 State Highway 3,Ribera,NM,87560,San Miguel,Rural,,,,,
,Sierra Vista School Based Clinic,475 Legion Dr,Las Vegas,NM,87701,San Miguel,Rural,,,,,
,Springer Medical & Dental Clinic,502 4th St,Springer,NM,87747-8093,Colfax,Rural,,,,,
,Springer School-Based Health Center,1401 8th St,Springer,NM,87747,Colfax,Rural,,,,,
,Taos Clinic,1331 Gusdorf Rd,Taos,NM,87571-6282,Taos,Rural,,,,,
,Taos HS Wellness Center/Taos High School,134 Cervantes St,Taos,NM,87571-6163,Taos,Rural,,,,,
,Taos MS Wellness Center/Taos Middle School,235 Paseo del Canon E,Taos,NM,87571-6239,Taos,Rural,,,,,
,TRUCHAS CLINIC,60 County Road 75,Truchas,NM,87578,Rio Arriba,Rural,,,,,
,WAGON MOUND CLINIC,604 Catron Ave,Wagon Mound,NM,87752-0059,Mora,Rural,,,,,
Mental Health,7359993531,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,21,NA,Designated,Rural,10/26/2002,09/22/2025
,Site Name,Site Address,Site City,Site State,Site ZIP Code,County,Rural Status,,,,,
,Bond Street Medical Clinic,711 E Bond St,Espanola,NM,87532-2729,Rio Arriba,Rural,,,,,
,Carlos Vigil Middle School,Industrial Park Rd,Espanola,NM,87532,Rio Arriba,Rural,,,,,
,COYOTE CLINIC,3396 State Road 96,Coyote,NM,87012-9712,Rio Arriba,Rural,,,,,
,El Centro Family Health Administration,538 N Paseo de Onate,Espanola,NM,87532-2618,Rio Arriba,Rural,,,,,
,Embudo Medical Clinic,2243 State Highway 68,Embudo,NM,87531-5006,Rio Arriba,Rural,,,,,
,Espanola Dental Clinic,608 La Joya St STE B,Espanola,NM,87532-3467,Santa Fe,Non-Rural,,,,,
,Espanola Valley High School Clinic,1111 El Llano Rd,Espanola,NM,87532-6727,Rio Arriba,Rural,,,,,
,La Loma Clinic,1044 La Loma Rd,Anton Chico,NM,87711-2003,Guadalupe,Rural,,,,,
,Las Vegas Medical & Dental Clinic,1235 8th St,Las Vegas,NM,87701-4254,San Miguel,Rural,,,,,
